iter	RMSE
394	32.52612867
395	32.52081393
396	32.51160304
397	32.50099052
398	32.49300452
399	32.48570718
400	32.47827022
401	32.47383317
402	32.46419924
403	32.46021693
404	32.45099822
405	32.44275795
406	32.43224631
407	32.42311648
408	32.41517024
409	32.40481258
410	32.40306972
411	32.39691055
412	32.38636268
413	32.37602321
414	32.36892913
415	32.36059793
416	32.3520062
417	32.3389269
418	32.32802549
419	32.32219758
420	32.31000998
421	32.29850382
422	32.2934156
423	32.28780965
424	32.28094666
425	32.27677489
426	32.26871555
427	32.26290742
428	32.26073624
429	32.25493652
430	32.24808198
431	32.24338
432	32.23708009
433	32.2311458
434	32.22801929
435	32.2158376
436	32.21129542
437	32.20156457
438	32.19581697
439	32.18312907
440	32.17113518
441	32.16274808
442	32.15962238
443	32.15488839
444	32.14912784
445	32.13607412
446	32.12373142
447	32.11869258
448	32.11716152
449	32.10517261
450	32.09010989
451	32.08092225
452	32.07565291
453	32.06400132
454	32.05667095
455	32.05074196
456	32.04031295
457	32.03924667
458	32.03721647
459	32.02857529
460	32.02161062
461	32.01511894
462	32.00831361
463	32.00144605
464	31.99615281
465	31.98613853
466	31.98062513
467	31.97531817
468	31.96805052
469	31.95336462
470	31.94369233
471	31.93217064
472	31.92765507
473	31.92171858
474	31.91716932
475	31.90943964
476	31.90237967
477	31.88823417
478	31.88436685
479	31.87932046
480	31.87862609
481	31.86594654
482	31.85821267
483	31.85353054
484	31.84475575
485	31.84371622
486	31.83842157
487	31.82670115
488	31.82155909
489	31.81553426
490	31.80801441
491	31.80322755
492	31.79980239
493	31.789767
494	31.78094335
495	31.77208992
496	31.76239349
497	31.75296686
498	31.74438514
499	31.73369297
500	31.72551663
501	31.71742378
502	31.71163547
503	31.70466197
504	31.70314419
505	31.69758419
506	31.69301121
507	31.68501715
508	31.67763665
509	31.66965915
510	31.66529337
511	31.65810862
512	31.65302599
513	31.64574801
514	31.64188686
515	31.63159049
516	31.62543143
517	31.61682049
518	31.60807319
519	31.60003847
520	31.58758697
521	31.57879545
522	31.57162507
523	31.56172936
524	31.5537642
525	31.55008088
526	31.54211738
527	31.54113502
528	31.52556361
529	31.51741864
530	31.50938368
531	31.49955546
532	31.4913993
533	31.48357592
534	31.47463869
535	31.4660751
536	31.46339581
537	31.45339488
538	31.44756207
539	31.44006917
540	31.43669591
541	31.43572619
542	31.43255963
543	31.42693922
544	31.41630161
545	31.40643066
546	31.40021004
547	31.39538194
548	31.39005468
549	31.38464374
550	31.37447138
551	31.36840649
552	31.36044608
553	31.35588166
554	31.34863664
555	31.33665057
556	31.33305158
557	31.3197951
558	31.3071843
559	31.29818099
560	31.28629061
561	31.27644018
562	31.26939405
563	31.2670956
564	31.25758723
565	31.24799045
566	31.23860643
567	31.23321673
568	31.22323166
569	31.21575007
570	31.20969262
571	31.20464483
572	31.19932153
573	31.19265851
574	31.18843471
575	31.18320189
576	31.17481608
577	31.16790431
578	31.16057424
579	31.15379163
580	31.14380208
581	31.13396941
582	31.12847135
583	31.12120997
584	31.11169153
585	31.10492712
586	31.09538094
587	31.08875826
588	31.08835191
589	31.08471401
590	31.07617472
591	31.06978244
592	31.06317708
593	31.0553292
594	31.04868651
595	31.04043326
596	31.03372438
597	31.02485047
598	31.02068454
599	31.01160716
600	31.00018065
601	30.99349211
602	30.98580757
603	30.97804888
604	30.9693585
605	30.96018766
606	30.95415094
607	30.93961169
608	30.93260666
609	30.93218185
610	30.92630904
611	30.92134264
612	30.92046353
613	30.91542679
614	30.90759133
615	30.90292668
616	30.89154443
617	30.88679736
618	30.88059942
619	30.87448944
620	30.86984032
621	30.86393532
622	30.85966263
623	30.85188689
624	30.84128589
625	30.83754218
626	30.82729133
627	30.82043268
628	30.81439592
629	30.80948359
630	30.80258771
631	30.79732473
632	30.79008941
633	30.78247094
634	30.77490268
635	30.7676794
636	30.7615472
637	30.75681441
638	30.74807543
639	30.74354538
640	30.73817718
641	30.73154985
642	30.72399547
643	30.72078787
644	30.71680505
645	30.71100634
646	30.70748279
647	30.70669631
648	30.6968836
649	30.68898834
650	30.67869236
651	30.6730439
652	30.66656532
653	30.66211103
654	30.65833695
655	30.65168386
656	30.64343735
657	30.63464333
658	30.62897391
659	30.62043472
660	30.61517032
661	30.60932706
662	30.60324894
663	30.59974812
664	30.5936909
665	30.5904142
666	30.58221166
667	30.57403508
668	30.56835195
669	30.5645849
670	30.56052627
671	30.55729263
672	30.55002344
673	30.54490626
674	30.53823344
675	30.53511359
676	30.53046611
677	30.52238907
678	30.51847348
679	30.51745521
680	30.50902278
681	30.50168519
682	30.49494769
683	30.48895193
684	30.48722062
685	30.48617672
686	30.47536753
687	30.47050802
688	30.46172319
689	30.45816622
690	30.45265023
691	30.44483363
692	30.43794921
693	30.43335783
694	30.42416418
695	30.41712301
696	30.40993285
697	30.40510656
698	30.39855925
699	30.39308319
700	30.38764684
701	30.3788885
702	30.37004927
703	30.36454051
704	30.35761797
705	30.35108243
706	30.34756148
707	30.34127374
708	30.33589735
709	30.32628446
710	30.31858563
711	30.31309481
712	30.30697353
713	30.30297952
714	30.29819329
715	30.29512439
716	30.28899563
717	30.28344857
718	30.28127458
719	30.27512265
720	30.27044712
721	30.26576207
722	30.26386508
723	30.25903758
724	30.25579309
725	30.25052413
726	30.24286488
727	30.23799124
728	30.22837443
729	30.22308272
730	30.2159609
731	30.21127493
732	30.20076615
733	30.19343157
734	30.18394129
735	30.17671454
736	30.15687976
737	30.15245699
738	30.14710403
739	30.14458822
740	30.14132805
741	30.13689495
742	30.12978786
743	30.12155553
744	30.11417701
745	30.10827238
746	30.10290486
747	30.09595993
748	30.0868918
749	30.08009218
750	30.07491315
751	30.06657416
752	30.06374576
753	30.05404215
754	30.04893732
755	30.04713207
756	30.04168606
757	30.03430457
758	30.03088922
759	30.02576807
760	30.01647361
761	30.00981408
762	30.00310671
763	29.9981525
764	29.98979366
765	29.98636639
766	29.97883745
767	29.97580129
768	29.97080082
769	29.96422263
770	29.95857371
771	29.95215831
772	29.94515804
773	29.94385185
774	29.93782562
775	29.93162557
776	29.92553608
777	29.91925804
778	29.91335489
779	29.90331416
780	29.89422937
781	29.88559748
782	29.88298549
783	29.87835879
784	29.87381997
785	29.86608264
786	29.86000314
787	29.85564489
788	29.8496427
789	29.84241062
790	29.8375906
791	29.83445572
792	29.82463513
793	29.82441613
794	29.81640225
795	29.81037381
796	29.8054632
797	29.799783
798	29.7952993
799	29.78858052
800	29.78115753
801	29.77795802
802	29.77421065
803	29.77354485
804	29.77094214
805	29.76123019
806	29.75477157
807	29.74890149
808	29.74350533
809	29.73646781
810	29.72833316
811	29.72241253
812	29.71225955
813	29.70572219
814	29.70428341
815	29.69822157
816	29.69393639
817	29.68835109
818	29.68106062
819	29.67623388
820	29.66802227
821	29.66235625
822	29.65653698
823	29.64950929
824	29.64210427
825	29.63547511
826	29.63462482
827	29.63057419
828	29.624167
829	29.61341564
830	29.61033069
831	29.60456833
832	29.59978059
833	29.59113016
834	29.5843992
835	29.57961
836	29.5715334
837	29.56615117
838	29.56234813
839	29.55596994
840	29.55036239
841	29.5432051
842	29.53697982
843	29.52979992
844	29.52334158
845	29.51903476
846	29.51492347
847	29.5094824
848	29.50248513
849	29.49733788
850	29.49171355
851	29.48617891
852	29.4809157
853	29.47653076
854	29.46971779
855	29.46340189
856	29.45800809
857	29.45470272
858	29.44682779
859	29.44354575
860	29.43998932
861	29.43511285
862	29.4300176
863	29.42558939
864	29.42025406
865	29.41453075
866	29.4070952
867	29.40364374
868	29.39630381
869	29.39114698
870	29.38568551
871	29.3830894
872	29.3766196
873	29.37006561
874	29.36637333
875	29.36034494
876	29.35744182
877	29.35472877
878	29.34695089
879	29.34345774
880	29.33595382
881	29.3265948
882	29.31871892
883	29.31383763
884	29.30709762
885	29.30158445
886	29.29709515
887	29.29319205
888	29.28714388
889	29.27812615
890	29.27111972
891	29.26561193
892	29.25833366
893	29.25768339
894	29.24643109
895	29.23920964
896	29.23393502
897	29.22479506
898	29.2205486
899	29.21293311
900	29.20779577
901	29.19978809
902	29.19226932
903	29.18390348
904	29.17712564
905	29.16814109
906	29.15902637
907	29.15509143
908	29.14968795
909	29.14474803
910	29.13866478
911	29.12934448
912	29.12122596
913	29.11743824
914	29.1130641
915	29.11100361
916	29.10641092
917	29.09980599
918	29.09543282
919	29.09129893
920	29.08561703
921	29.08034689
922	29.07159077
923	29.0649522
924	29.06011418
925	29.05203253
926	29.04754058
927	29.03831136
928	29.03308234
929	29.03254097
930	29.02887965
931	29.02709692
932	29.01486787
933	29.0086942
934	29.00267073
935	28.99311849
936	28.98543879
937	28.97911325
938	28.97848633
939	28.97217427
940	28.96547691
941	28.95973123
942	28.94797481
943	28.94265967
944	28.93611186
945	28.93077259
946	28.92505185
947	28.92032748
948	28.91094935
949	28.9026811
950	28.89581075
951	28.88601608
952	28.87535204
953	28.86696613
954	28.86177377
955	28.85522352
956	28.85076002
957	28.84341354
958	28.84132538
959	28.83374755
960	28.82597078
961	28.82392887
962	28.82020458
963	28.81429486
964	28.80979731
965	28.80669001
966	28.79765481
967	28.78990592
968	28.78479042
969	28.77529165
970	28.76885132
971	28.76247775
972	28.75534761
973	28.7517086
974	28.74734754
975	28.74164938
976	28.73621101
977	28.72875749
978	28.72013612
979	28.71455425
980	28.71101164
981	28.70312884
982	28.70296677
983	28.69552587
984	28.68710042
985	28.67950831
986	28.67687046
987	28.67265236
988	28.66875959
989	28.664695
990	28.65769262
991	28.64886451
992	28.64377359
993	28.64015478
994	28.63138566
995	28.62584542
996	28.61282262
997	28.60761808
998	28.60168491
999	28.5966985
